NRO,AMBITO,NSE1,NSEGRUP,MACRO_REGION,SEXO,GEDAD,EDAD,NIVEDUGRUP,P1A,P1B,P1C,P1D,P1E,P2A,P2B,P2C,P2D,P3A,P3B,P3C,P3D,P3E,P3F,P3G,P3H,P3I,P3J,P3K,P3L,P4$1_COD,P4$2_COD,P4$3_COD,P4$4_COD,P5$1,P5$2,P5$3,P5OTRO,P6,P7,P8,P9,P10,P11A,P11B,P11C,P11D,P12,P13A,P13B,P13C,P13D,P13E,P14,P15,P16,P17,P18,P19,P20A,P20B,P20C,P20D,P20E,P20F,P20G,P20H,P21A,P21B,P21C,P21D,P22,P23,P24,P25,P26A,P26B,P26C,P26D,P26E,P26F,P26G,P26H,P26I,P26J,P27$1,P27$2,P27OTRO1,P27OTRO2,P28,P29A,P29B,P29C,P29D,P29E,P30,P31,P32A,P32B,P32C,P32D,P32E,P32F,P32G,P32H,P32I,P33,P34,P35,P36,P36OTRO,P37,P37OTRO,P38,P39,P40_0$01,P40_0$02,P40_0$03,P40_0$04,P40_0$05,P40_0$06,P40_0$07,P40_0$08,P40_0$09,P40_0$10,P40_OTRO$09,P40_OTRO$10,P40_MC1$01,P40_MC1$02,P40_MC1$03,P40_MC1$04,P40_MC1$05,P40_MC1$06,P40_MC1$07,P40_MC1$08,P40_MC1$09,P40_MC1$10,P40_MC2$01,P40_MC2$02,P40_MC2$03,P40_MC2$04,P40_MC2$05,P40_MC2$06,P40_MC2$07,P40_MC2$08,P40_MC2$09,P40_MC2$10,P40MC_OTRO$01,P40MC_OTRO$02,P40MC_OTRO$03,P40MC_OTRO$04,P40MC_OTRO$05,P40MC_OTRO$06,P40MC_OTRO$07,P40MC_OTRO$08,P40MC_OTRO$09,P40MC_OTRO$10,P41A,P41B,P41C,P41D,P42,P43A,P43B,P43C,P43D,P44A$1,P44A$2,P44B$1,P44B$2,P44C$1,P44C$2,P44D$1,P44D$2,P44E,P45$1,P45$2,P45OTRO,P46$1,P46$2,P46OTRO,P47$1,P47$2,P47OTRO,P48$1,P48$2,P48OTRO,P49$1,P49$2,P49OTRO,P50$1,P50$2,P50OTRO,P51$1,P51$2,P52$1,P52$2,P53$1,P53$2,P53OTRO,P54$1,P54$2,P54OTRO,P55A,P55B,P55C,P55D,P55E,P55F,P55G,P56,P57_RECODIFICADA,P57_AGRUPADA,P57_IGLESIAS,P58,P59A,P59B,P59C,P59D,P59E,P60,P61,P62,P63A,P63B,P63C,P63D,P64A,P64B,P64C,P64D,P64E,P65A,P65B,P65C,P65D,P65E,P65F,P65G,P65H,P65I,P66A,P66B,P66C,P66D,P66E,P66F,P66G,P66H,P66I,P67$01,P67$02,P67$03,P67$04,P67$05,P67$06,P67$07,P67$08,P67$09,P67$10,P67$11,P67$12,P67$13,P67$14,P67$15,P67$16,P67OTRO,P68$01,P68$02,P68$03,P68$04,P68$05,P68$06,P68$07,P68$08,P68$09,P68$10,P68$11,P68$12,P68$13,P68$14,P68$15,P68$16,P68OTRO,P69$01,P69$02,P69$03,P69$04,P69$05,P69$06,P69$07,P69$08,P69$09,P69$10,P69$11,P69$12,P69$13,P69$14,P69$15,P69$16,P69OTRO,P70,P70OTRO,P71,P72,P73,P73OTRO,P74,P75,P75OTRO,P76,P77,P78,P79,P82,P83A,P83B,P83C,P83D,P83E,P83F,P83G,P83OTRO,P84,P85,P92,P80,P81,P101,P102
657,2,4,3,3,2,1,18,3,2,1,8,2,2,8,8,2,2,3,3,3,3,1,3,1,1,1,4,4,2,3,9,,,3,8,7,"",4,4,3,3,3,5,1,1,5,2,3,2,2,2,3,88,1,1,2,1,3,3,3,3,3,2,3,3,3,4,3,3,3,3,5,3,1,3,3,3,3,3,3,3,3,3,1,3,5,"","",3,1,1,1,1,1,3,2,2,2,2,3,1,4,8,4,1,4,3,3,3,"",1,"",2008,1,1,2,2,2,2,2,2,2,2,2,"","",2,,,,,,,,,,7,,,,,,,,,,"","","","","","","","","","",4,1,7,1,2,1,1,4,1,0,12,12,17,17,22,22,40,40,1,2,"",1,7,"",5,7,"",3,2,"",2,4,"",2,4,"",2,7,2,7,4,8,"",4,8,"",26,888,25,25,50,50,888,1,1,1,"",2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,3,4,4,4,3,2,4,4,4,4,4,4,4,3,5,6,12,15,,,,,,,,,,,,"",12,15,,,,,,,,,,,,,,,"",3,12,,,,,,,,,,,,,,,"",2,"",1,2,8,"",1,7,"",6,10,1,2,1,1,2,2,2,2,2,2,"",7,2,1,1,5,3,2
658,2,3,2,3,1,2,33,3,2,2,2,2,2,2,2,2,1,3,4,4,3,2,2,3,3,3,4,3,3,100,2,,,2,1,7,"",2,3,3,1,5,4,1,6,1,3,3,2,1,1,4,5,1,2,2,1,3,2,2,3,2,3,3,2,3,3,3,3,3,3,4,4,2,1,3,3,3,3,3,3,3,1,3,2,3,"","",3,2,1,1,1,1,3,2,2,3,3,4,2,2,3,3,2,3,2,2,3,"",1,"",1993,2,,,,,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","",7,1,4,1,6,6,6,4,4,1,8,11,17,17,25,30,45,50,1,2,"",1,4,"",3,1,"",1,7,"",2,4,"",2,4,"",2,3,2,7,4,8,"",8,2,"",30,30,18,18,45,45,70,3,,,"",,3,3,3,3,2,2,2,1,2,3,2,3,2,2,3,3,3,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,1,2,5,6,15,80,,,,,,,,,,,TECNO,8,12,15,,,,,,,,,,,,,,"",8,12,,,,,,,,,,,,,,,"",2,"",1,5,5,"",1,1,"",5,6,1,1,1,2,2,1,2,2,2,2,"",7,2,2,2,16,3,1
659,2,4,3,3,2,3,46,1,2,2,2,2,2,1,2,8,8,4,4,4,4,4,4,4,4,4,4,4,1,8,11,,,1,2,99,"",2,5,3,4,5,6,5,1,7,1,2,2,1,2,3,3,8,2,2,1,4,2,2,3,2,3,3,2,2,4,4,4,4,4,5,5,2,2,1,1,1,3,2,3,2,3,8,3,6,"","",8,8,1,1,1,1,3,8,4,4,4,4,4,2,2,3,3,5,3,2,1,"",1,"",2016,1,2,1,2,2,2,2,2,2,2,2,"","",,1,,,,,,,,,,7,,,,,,,,,"","","","","","","","","","",1,7,7,7,7,3,3,4,4,12,-1,10,18,-1,-1,45,80,55,4,2,"",1,8,"",2,1,"",4,1,"",4,1,"",4,1,"",3,8,3,8,8,88,"",8,88,"",30,40,25,15,60,45,80,1,1,1,"",3,1,1,1,2,2,2,2,2,3,1,3,1,3,1,3,4,3,4,4,3,1,3,3,4,3,4,4,4,2,2,2,4,4,4,4,8,12,,,,,,,,,,,,,,,"",9,12,,,,,,,,,,,,,,,"",8,9,,,,,,,,,,,,,,,"",1,"",4,2,7,"",1,1,"",4,1,1,1,2,,,,,,,,"",4,1,3,1,2,2,2
660,2,4,3,3,2,2,30,2,1,2,2,2,2,2,1,1,2,3,3,3,4,3,4,3,3,3,4,3,3,77,89,3,,1,2,5,"",3,3,2,3,5,6,4,5,6,3,2,2,2,2,4,1,3,2,1,1,3,2,3,3,3,3,3,3,3,4,8,2,3,3,4,4,1,2,2,2,2,2,2,2,2,3,3,3,2,"","",3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,3,2,2,1,"",1,"",2015,2,,,,,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","",7,1,1,1,6,4,3,3,3,0,15,13,19,19,22,22,44,40,1,2,"",1,2,"",1,2,"",2,-1,"",2,5,"",2,5,"",7,2,7,2,2,7,"",2,7,"",25,25,25,18,50,40,70,1,1,1,"",1,4,1,2,1,3,2,2,2,1,1,2,1,3,1,3,3,3,3,3,3,4,3,4,3,4,4,2,4,4,4,4,4,4,4,4,6,12,,,,,,,,,,,,,,,"",1,2,4,15,,,,,,,,,,,,,"",8,12,,,,,,,,,,,,,,,"",1,"",2,4,7,"",1,1,"",5,4,1,1,1,1,2,2,2,2,2,2,"",5,3,3,1,12,2,3
661,2,4,3,3,1,2,40,2,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,3,4,4,1,10,3,,,1,3,7,"",3,3,3,3,5,6,5,5,6,3,2,2,2,2,4,0,1,1,2,1,3,3,3,3,3,3,3,3,3,4,4,3,4,4,5,5,1,1,1,1,1,2,2,2,2,3,3,6,3,"","",3,1,1,1,1,1,3,1,4,4,4,4,4,3,3,3,4,4,3,3,3,"",3,"",2015,1,2,1,2,2,2,2,2,2,2,2,"","",,3,,,,,,,,,,7,,,,,,,,,"","","","","","","","","","",7,1,1,1,5,5,5,3,3,5,10,12,18,25,30,50,60,70,1,2,"",1,2,"",5,2,"",5,1,"",1,3,"",3,4,"",8,5,8,5,5,6,"",5,6,"",35,42,20,20,50,60,65,1,1,1,"",3,3,3,1,3,3,2,2,2,3,2,3,1,1,1,3,4,3,4,3,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,8,11,,,,,,,,,,,,,,,"",11,,,,,,,,,,,,,,,,"",8,,,,,,,,,,,,,,,,"",1,"",3,2,9,"",2,1,"",5,3,1,2,1,1,2,2,2,2,2,2,"",5,1,3,1,1,3,2
662,2,3,2,3,1,1,20,2,2,2,2,2,2,1,1,1,1,4,4,4,4,4,3,3,3,3,3,3,4,11,22,,,3,4,5,"",3,3,2,2,5,7,7,7,2,3,3,3,3,2,2,0,3,1,2,2,3,3,3,3,3,3,3,3,3,4,4,3,3,2,4,4,1,3,1,1,1,3,3,3,3,3,3,6,7,"","",3,1,1,1,2,1,3,3,2,2,2,3,3,3,3,3,3,5,3,3,3,"",3,"",2016,2,,,,,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","",5,3,3,1,5,4,4,4,4,7,11,13,18,18,24,24,40,40,2,3,"",2,3,"",2,3,"",1,3,"",2,5,"",2,5,"",1,7,2,7,2,3,"",2,3,"",24,28,17,18,40,40,70,1,1,1,"",3,3,3,3,3,3,2,2,2,3,2,2,2,3,3,3,3,3,4,4,3,3,4,4,4,4,4,3,3,2,4,4,4,4,4,4,80,,,,,,,,,,,,,,,,ELECTRO,10,,,,,,,,,,,,,,,,"",8,,,,,,,,,,,,,,,,"",1,"",1,5,6,"",2,1,"",1,1,1,1,1,1,2,2,2,2,2,2,"",5,1,2,1,9,2,3
663,2,3,2,3,1,3,59,4,2,2,2,2,2,2,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4,7,11,,,7,1,2,"",4,4,4,3,2,1,1,1,7,1,3,2,2,2,2,0,2,2,2,2,3,1,3,3,2,3,3,3,3,4,4,3,3,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,3,"","",3,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"",1,"",2009,1,2,2,2,1,2,2,2,2,2,2,"","",,,,1,,,,,,,,,,7,,,,,,,"","","","","","","","","","",5,3,3,1,4,4,4,4,4,2,7,14,19,20,45,50,60,60,1,4,"",1,4,"",1,4,"",1,4,"",3,2,"",3,4,"",5,6,7,-1,5,6,"",6,5,"",26,28,23,24,55,40,888,1,1,1,"",2,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,4,3,5,8,12,,,,,,,,,,,,,,"",1,2,11,12,,,,,,,,,,,,,"",-2,,,,,,,,,,,,,,,,"",1,"",3,2,7,"",2,1,"",1,1,1,1,1,2,2,1,2,2,2,2,"",9,1,4,2,13,3,2
664,2,5,3,3,2,1,27,1,1,2,2,1,2,1,2,2,1,3,3,1,1,3,3,1,1,1,3,3,1,56,3,,,6,3,7,"",1,5,1,4,4,5,3,3,7,2,3,2,3,3,2,10,3,1,1,2,4,2,2,2,2,1,3,2,2,4,3,3,3,2,5,5,1,3,3,3,3,2,2,3,2,2,3,88,88,"","",3,1,2,1,1,1,3,3,2,2,2,2,3,2,2,3,3,3,1,4,1,"",1,"",9999,9,,,,,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","",1,6,5,1,1,1,1,1,7,888,888,13,18,20,25,30,50,60,5,1,"",1,5,"",1,5,"",1,5,"",5,2,"",2,4,"",6,4,3,9,2,5,"",3,2,"",25,30,20,15,60,50,70,1,2,2,IGLESIA EVANGELICA,3,2,3,3,1,3,1,2,2,1,1,3,3,2,1,3,2,4,4,4,4,4,4,2,4,2,4,1,1,1,1,3,1,2,3,4,4,8,12,80,,,,,,,,,,,,,CRISTIANA,8,,,,,,,,,,,,,,,,"",8,,,,,,,,,,,,,,,,"",1,"",3,1,8,"",2,1,"",4,2,2,,1,1,2,2,2,2,2,2,"",3,2,2,6,,3,4
665,2,5,3,3,2,2,44,1,8,8,8,8,8,1,2,1,8,3,3,4,3,1,1,1,1,3,3,1,1,7,3,,,2,1,7,"",5,4,3,4,4,6,2,2,7,2,2,2,1,2,2,2,8,1,1,1,2,3,2,1,2,3,3,3,1,4,3,4,4,3,4,2,1,3,2,3,3,2,2,2,3,3,3,2,6,"","",3,1,2,1,1,1,2,2,2,1,2,8,2,1,1,3,1,4,3,1,1,"",1,"",8888,2,,,,,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","",7,7,7,1,4,3,2,4,7,888,888,12,18,18,25,30,60,60,5,1,"",5,1,"",1,5,"",1,2,"",5,3,"",5,4,"",8,5,7,3,3,5,"",3,88,"",20,30,20,15,60,40,60,1,1,1,"",2,1,3,3,2,2,1,2,3,3,1,1,3,3,2,3,3,2,4,4,2,2,4,1,2,2,4,4,2,2,3,1,1,1,4,1,7,8,,,,,,,,,,,,,,,"",6,7,8,,,,,,,,,,,,,,"",8,11,,,,,,,,,,,,,,,"",1,"",4,4,7,"",2,1,"",4,3,1,1,1,1,2,2,2,2,2,2,"",2,3,2,6,,2,4
666,2,3,2,3,1,2,42,2,2,8,8,2,2,2,1,2,1,3,4,4,4,4,4,2,4,4,4,4,4,10,7,,,2,7,8,"",4,3,2,8,4,5,5,3,7,2,4,3,3,4,3,2,3,8,1,2,4,3,3,2,3,2,2,3,2,3,3,3,3,3,5,5,1,3,1,2,2,2,2,2,3,2,3,88,88,"","",3,1,1,1,1,1,1,3,3,3,3,3,3,3,3,8,3,4,3,3,3,"",1,"",8888,2,,,,,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","",6,6,5,1,4,4,4,4,4,0,5,17,21,22,27,30,80,80,1,2,"",1,2,"",1,2,"",1,2,"",5,4,"",5,4,"",9,7,9,7,3,8,"",3,8,"",30,30,30,28,65,50,65,1,1,1,"",3,1,1,1,1,2,1,2,2,4,3,4,2,2,2,3,3,1,4,4,4,4,4,2,4,4,4,1,2,1,1,1,3,4,2,1,8,11,12,13,,,,,,,,,,,,,"",6,8,11,12,15,,,,,,,,,,,,"",8,9,11,12,,,,,,,,,,,,,"",1,"",2,2,7,"",2,1,"",4,3,1,2,2,,,,,,,,"",5,2,3,1,10,2,3
667,2,3,2,3,1,1,22,2,2,2,2,2,2,2,8,2,2,3,3,2,3,2,2,2,2,2,2,3,2,3,55,,,3,7,1,"",2,2,3,3,3,2,2,2,5,3,2,2,3,1,3,7,1,2,1,1,3,3,3,3,3,2,3,3,2,3,3,2,2,2,5,5,2,2,1,3,3,2,2,2,3,2,1,3,1,"","",3,1,1,1,1,1,3,2,3,3,3,3,2,2,2,3,2,4,2,3,2,"",1,"",8888,1,2,1,2,2,2,2,2,2,2,2,"","",,2,,,,,,,,,,7,,,,,,,,,"","","","","","","","","","",6,1,1,1,5,4,4,3,3,0,6,14,17,18,23,23,33,45,1,3,"",5,2,"",5,3,"",2,1,"",2,5,"",2,5,"",2,9,2,9,2,6,"",2,1,"",30,20,25,20,50,50,55,3,,,"",,3,3,2,3,3,2,2,2,2,1,2,2,3,3,3,4,4,4,4,4,4,4,4,3,4,4,1,1,1,1,1,1,1,1,1,1,2,5,9,,,,,,,,,,,,,"",5,11,12,14,15,,,,,,,,,,,,"",11,12,15,,,,,,,,,,,,,,"",1,"",3,5,8,"",1,7,"",3,4,1,2,2,,,,,,,,"",5,3,1,7,,3,1
668,2,5,3,3,2,3,49,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,3,2,2,3,3,1,1,7,89,,,80,1,2,VIOLENCIA F.,5,5,3,8,5,7,7,1,7,4,2,3,4,3,3,2,9,9,9,8,4,1,1,1,1,1,1,1,1,4,8,8,8,3,5,4,4,2,1,1,2,2,1,1,1,8,3,80,80,POLITICAS (ALBERTO FUJIMORI),POLITICAS (ALAN GARCIA),1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,4,3,5,5,2,1,"",1,"",8888,1,2,2,2,2,2,2,2,2,2,1,"",VECINOS,,,,,,,,,,6,,,,,,,,,,6,"","","","","","","","","",SALIERON LLAMAR; SALIERON A LA CALLE Y LLAMARON CON GRITOS A SU VECINO,3,7,1,1,1,5,7,2,1,888,888,888,888,888,888,888,888,888,1,7,"",1,7,"",1,7,"",1,7,"",2,3,"",3,5,"",99,99,99,99,99,99,"",99,99,"",888,888,888,20,888,50,80,3,,,"",,3,3,3,2,2,1,1,4,2,2,2,2,2,2,2,2,2,4,4,1,1,1,3,4,1,4,2,2,4,1,1,3,4,2,3,8,9,,,,,,,,,,,,,,,"",8,9,,,,,,,,,,,,,,,"",8,9,,,,,,,,,,,,,,,"",1,"",2,2,7,"",2,1,"",3,2,2,,2,,,,,,,,"",2,1,3,1,2,2,3
669,2,5,3,3,2,1,27,2,2,2,8,2,1,1,2,2,1,2,2,2,2,3,3,1,1,1,1,1,1,3,21,,,2,1,5,"",4,4,1,2,4,7,1,2,6,3,1,1,1,1,3,5,1,1,1,1,2,2,2,3,3,3,3,2,3,1,2,1,2,2,4,4,3,3,3,2,3,2,2,2,3,3,3,1,2,"","",3,1,1,1,1,1,3,3,1,3,2,2,1,1,1,2,1,3,3,3,1,"",1,"",2007,2,,,,,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","",7,7,5,1,3,5,2,2,3,0,11,12,17,18,30,28,50,50,1,2,"",1,5,"",1,3,"",1,4,"",2,4,"",1,4,"",6,5,2,6,6,8,"",7,8,"",22,25,20,16,50,50,80,1,1,1,"",2,3,3,1,1,1,2,2,2,1,1,1,1,1,1,4,4,1,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,6,8,12,,,,,,,,,,,,,,"",9,11,12,,,,,,,,,,,,,,"",11,12,,,,,,,,,,,,,,,"",1,"",3,3,8,"",1,1,"",8,2,1,1,1,2,2,1,2,2,2,2,"",5,2,2,4,,2,2
670,2,3,2,3,1,2,36,2,2,2,1,2,2,2,1,2,1,3,3,3,3,1,1,1,1,3,1,3,3,7,,,,3,2,1,"",4,3,3,4,5,6,2,2,7,1,2,3,1,2,3,5,3,1,1,1,3,3,1,1,2,2,2,3,3,4,3,1,3,3,4,3,3,2,2,2,3,2,2,2,2,8,8,3,2,"","",3,1,1,1,1,1,2,3,2,3,3,3,2,2,3,2,1,4,3,3,3,"",1,"",2016,1,2,1,2,2,1,2,2,2,2,2,"","",,1,,,1,,,,,,,7,,,7,,,,,,"","","","","","","","","","",7,6,6,1,2,1,1,3,2,-1,20,15,25,888,888,888,888,888,1,2,"",1,3,"",1,3,"",1,4,"",5,88,"",3,5,"",7,88,3,4,3,88,"",3,2,"",25,30,25,18,60,40,70,1,3,2,"",2,1,2,3,1,2,2,1,2,2,1,2,2,2,1,3,3,1,4,4,4,3,4,4,3,4,4,4,3,1,2,1,2,2,1,1,80,,,,,,,,,,,,,,,,CRISTIANA RELIGIOSA,8,,,,,,,,,,,,,,,,"",8,,,,,,,,,,,,,,,,"",2,"",4,4,7,"",2,1,"",8,6,1,2,1,2,2,2,2,2,1,2,"",5,2,1,1,17,2,2
671,2,2,1,3,1,1,25,4,2,1,2,2,2,2,2,2,1,2,3,3,2,3,3,2,3,3,3,2,3,9,3,2,,2,3,7,"",3,4,3,3,3,7,3,7,1,1,3,1,2,2,3,5,1,1,1,1,2,3,3,3,3,3,3,3,3,4,4,2,2,3,4,4,2,2,1,1,2,2,1,2,3,1,1,3,1,"","",2,1,1,2,1,2,3,3,3,2,2,3,2,2,2,2,2,5,3,3,3,"",1,"",2015,2,,,,,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","",7,1,1,1,2,3,3,3,3,4,13,12,17,17,27,27,60,60,1,2,"",1,2,"",1,5,"",1,2,"",2,4,"",2,4,"",9,2,2,9,3,2,"",3,2,"",30,26,26,23,65,50,70,1,1,1,"",3,3,3,1,1,2,2,2,2,2,2,4,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,1,2,1,1,1,1,2,1,2,2,9,,,,,,,,,,,,,,,"",12,15,,,,,,,,,,,,,,,"",8,15,,,,,,,,,,,,,,,"",2,"",2,5,8,"",1,1,"",30,15,1,6,1,2,1,2,2,2,2,2,"",9,1,2,3,20,3,1
672,2,5,3,3,1,3,74,1,2,8,2,2,2,2,2,2,2,4,4,4,4,4,4,3,3,3,4,3,3,21,110,,,8,4,1,"",4,3,4,3,1,2,2,2,7,2,3,1,1,1,1,0,1,1,1,1,3,3,3,3,3,2,2,2,2,4,2,2,2,4,5,5,1,2,1,1,2,2,2,2,3,3,3,2,3,"","",4,1,1,1,1,1,3,3,3,3,3,3,3,3,4,3,1,5,3,4,3,"",1,"",8888,2,,,,,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","",3,5,5,1,3,1,4,1,1,1,7,15,20,20,30,40,60,60,1,2,"",1,3,"",1,5,"",1,4,"",2,4,"",2,4,"",2,5,3,6,3,5,"",6,2,"",20,20,20,18,60,40,80,1,1,1,"",3,4,4,3,3,2,1,2,2,1,2,3,3,2,2,3,3,3,4,4,4,4,4,4,4,4,4,1,1,1,2,1,2,2,3,3,7,8,,,,,,,,,,,,,,,"",8,12,,,,,,,,,,,,,,,"",8,12,,,,,,,,,,,,,,,"",1,"",1,2,7,"",2,1,"",2,1,1,2,2,,,,,,,,"",4,1,3,5,,2,1
673,2,3,2,3,2,3,45,4,2,2,2,2,2,2,1,2,1,3,3,2,2,2,2,2,2,2,2,3,2,10,8,,,2,3,-1,"",2,3,1,2,1,3,2,2,7,3,1,1,1,1,4,5,1,2,2,1,3,3,3,2,3,3,3,3,3,4,4,2,2,2,4,4,4,2,2,2,3,2,2,3,2,9,9,5,3,"","",4,1,1,1,1,1,3,3,3,3,2,3,2,2,3,3,2,5,3,3,3,"",1,"",8888,8,,,,,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","",7,7,2,1,3,2,1,2,1,3,11,12,17,18,25,28,40,50,1,2,"",1,2,"",5,2,"",1,4,"",2,4,"",2,4,"",5,3,3,8,3,5,"",2,5,"",25,25,18,18,50,40,100,1,8,3,MORMON,2,2,1,1,2,1,2,1,2,1,1,1,2,3,2,3,4,3,4,3,3,4,4,4,4,4,4,1,2,3,2,1,1,1,1,2,80,,,,,,,,,,,,,,,,RELIGIOSA,7,8,12,,,,,,,,,,,,,,"",12,15,,,,,,,,,,,,,,,"",1,"",4,2,7,"",1,1,"",6,3,1,2,1,2,-1,1,2,2,2,2,"",9,1,2,1,21,3,2
674,3,4,3,3,2,1,24,3,2,2,8,2,1,2,1,2,1,4,3,4,3,1,2,4,4,3,1,3,3,21,7,,,2,3,7,"",3,2,4,2,4,2,1,1,7,2,3,2,2,2,3,0,3,2,8,1,9,3,3,3,3,3,3,3,3,3,4,1,2,3,5,5,1,3,2,1,3,2,2,2,2,8,2,1,5,"","",2,8,2,1,1,1,3,3,2,3,3,8,8,8,2,2,8,5,3,3,3,"",1,"",8888,1,2,2,2,2,1,2,2,2,2,2,"","",,,,,2,,,,,,,,,,7,,,,,,"","","","","","","","","","",7,1,1,1,1,1,1,1,8,0,10,15,18,18,25,35,63,63,1,3,"",1,8,"",1,2,"",1,2,"",88,88,"",88,88,"",9,2,9,6,7,6,"",7,6,"",24,888,888,18,64,888,888,1,1,1,"",3,2,3,3,2,3,2,2,2,3,3,3,2,8,2,2,3,3,4,4,2,1,4,1,2,4,4,4,4,2,4,4,4,4,4,4,7,8,12,13,,,,,,,,,,,,,"",7,8,,,,,,,,,,,,,,,"",8,,,,,,,,,,,,,,,,"",1,"",2,2,1,"",2,1,"",3,3,1,1,1,1,2,2,2,2,2,2,"",7,2,1,1,12,2,2
675,3,5,3,3,1,2,30,3,2,1,2,2,1,2,1,2,1,3,4,3,2,1,4,1,3,4,1,3,1,21,7,,,7,2,4,"",3,3,4,2,4,4,1,4,5,3,3,4,3,1,3,1,3,1,9,9,4,3,3,3,3,2,3,3,3,3,4,4,4,3,5,5,1,3,1,1,3,3,3,2,3,3,1,3,5,"","",3,2,2,1,1,1,3,2,2,3,3,3,1,3,3,3,2,5,3,3,3,"",1,"",2006,2,,,,,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","",1,6,6,1,4,4,4,4,1,3,14,14,21,15,30,16,25,30,1,7,"",5,1,"",5,1,"",1,2,"",2,4,"",5,2,"",4,7,8,3,2,8,"",3,6,"",25,35,16,25,50,45,888,1,1,1,"",2,3,3,2,3,3,2,2,2,3,3,2,2,3,2,3,3,3,4,4,4,4,4,3,1,4,4,3,3,2,4,4,3,4,4,4,6,8,11,12,,,,,,,,,,,,,"",7,8,,,,,,,,,,,,,,,"",8,9,,,,,,,,,,,,,,,"",1,"",2,2,5,"",2,1,"",7,5,1,1,2,,,,,,,,"",6,2,2,1,7,1,3
676,3,4,3,3,1,3,50,2,2,2,2,2,2,2,2,2,8,3,3,8,4,3,3,2,3,3,8,3,1,22,112,,,8,7,2,"",3,4,2,1,4,1,2,7,7,2,2,2,2,2,2,0,2,1,2,1,4,3,3,3,2,3,3,2,3,3,3,3,3,3,5,5,1,3,3,3,3,3,2,2,3,3,1,3,5,"","",3,1,2,1,1,1,3,2,2,2,3,4,2,2,8,4,2,4,3,3,3,"",1,"",1986,2,,,,,,,,,,,"","",,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","",1,6,6,1,1,7,3,8,1,15,20,15,20,20,30,50,60,60,1,5,"",5,1,"",5,1,"",1,9,"",4,2,"",3,4,"",3,6,2,9,2,5,"",2,5,"",25,25,25,15,60,888,60,1,1,1,"",1,1,2,2,2,2,1,8,2,2,2,2,3,3,3,3,3,3,4,4,3,2,3,3,3,4,4,3,4,4,4,4,2,3,4,4,6,8,9,11,12,13,,,,,,,,,,,"",7,8,9,11,12,,,,,,,,,,,,"",8,9,12,,,,,,,,,,,,,,"",1,"",2,2,5,"",2,7,"",3,3,1,1,1,2,1,2,2,2,2,2,"",5,1,2,1,9,3,3
